college_code,college_name,short_name,city,district,region,university,autonomy_status,established_year,branch_code,branch_name,degree_type,duration_years,shift,accreditation,year,round,category,cutoff_rank,cutoff_percentile,total_intake,Seats,fees,hostel_fees,bus_fees,placement_rate,average_package_lpa,highest_package_lpa,internship_rate,foreign_offers,top_recruiters,placement_cell_contact,hostel_available,hostel_type,labs_count,wifi_campus,transport_facility,medical_facility,hostel_capacity,image_url,logo_url,contact_email,contact_phone,website_url
1002,"Government College of Engineering, Amravati",GCE,Amravati,Pune,Vidarbha,Sant Gadge Baba Amravati University,Autonoumous,1964,IT23,Information Technology,B.Tech,4,First,NAAC B+,2025,Round I,EWS,2798,90.74,60,30,114166,32755,8734,62.9,8,19,65.2,2,"TCS, Infosys, Wipro, Cognizant, Accenture",placement@coep.edu,Yes,Boys&Girls,8,Yes,Yes,Yes,2272,"https://source.unsplash.com/800x400/?college,Pune",https://logo.clearbit.com/collegeofengineeringpune.com,admissions@coep.edu,-9890779855,https://gcoea.ac.in/
1002,"Government College of Engineering, Amravati",GCE,Amravati,Pune,Vidarbha,Sant Gadge Baba Amravati University,Autonoumous,1964,IT24,Electrical Engineering,B.Tech,4,First,NAAC A,2025,Round I,GOPEN,1329,92.67,60,30,107188,32755,8734,63.7,6,29,78.7,1,"TCS, Infosys, Wipro, Cognizant, Accenture",placement@coep.edu,Yes,Boys&Girls,26,Yes,Yes,Yes,2471,"https://source.unsplash.com/800x400/?college,Pune",https://logo.clearbit.com/collegeofengineeringpune.com,admissions@coep.edu,-9890779855,https://gcoea.ac.in/
1002,"Government College of Engineering, Amravati",GCE,Amravati,Pune,Vidarbha,Sant Gadge Baba Amravati University,Autonoumous,1964,IT24,Electrical Engineering,B.Tech,4,First,NAAC A,2025,Round I,GST,22438,79.45,60,30,107850,32755,8734,59.6,5.8,25,55,2,"TCS, Infosys, Wipro, Cognizant, Accenture",placement@coep.edu,Yes,Boys&Girls,16,Yes,Yes,Yes,1281,"https://source.unsplash.com/800x400/?college,Pune",https://logo.clearbit.com/collegeofengineeringpune.com,admissions@coep.edu,-9890779855,https://gcoea.ac.in/
1002,"Government College of Engineering, Amravati",GCE,Amravati,Pune,Vidarbha,Sant Gadge Baba Amravati University,Autonoumous,1964,IT24,Electrical Engineering,B.Tech,4,First,NAAC A,2025,Round I,GOBC,2157,91.5,60,30,102208,32755,8734,67.9,8.3,19,58.3,0,"TCS, Infosys, Wipro, Cognizant, Accenture",placement@coep.edu,Yes,Boys&Girls,11,Yes,Yes,Yes,2459,"https://source.unsplash.com/800x400/?college,Pune",https://logo.clearbit.com/collegeofengineeringpune.com,admissions@coep.edu,-9890779855,https://gcoea.ac.in/
1002,"Government College of Engineering, Amravati",GCE,Amravati,Pune,Vidarbha,Sant Gadge Baba Amravati University,Autonoumous,1964,ME21,Electrical Engineering,B.Tech,4,First,NAAC A,2025,Round I,GSEBC,3250,90.28,120,60,128121,32755,8734,68.9,5.9,19,60.3,1,"TCS, Infosys, Wipro, Cognizant, Accenture",placement@coep.edu,Yes,Boys&Girls,10,Yes,Yes,Yes,1693,"https://source.unsplash.com/800x400/?college,Pune",https://logo.clearbit.com/collegeofengineeringpune.com,admissions@coep.edu,-9890779855,https://gcoea.ac.in/
1002,"Government College of Engineering, Amravati",GCE,Amravati,Pune,Vidarbha,Sant Gadge Baba Amravati University,Autonoumous,1964,ME21,Electrical Engineering,B.Tech,4,First,NAAC B+,2025,Round I,LOPEN,2227,91.42,120,60,102552,32755,8734,63.5,7.4,29,93.6,1,"TCS, Infosys, Wipro, Cognizant, Accenture",placement@coep.edu,Yes,Boys&Girls,11,Yes,Yes,Yes,925,"https://source.unsplash.com/800x400/?college,Pune",https://logo.clearbit.com/collegeofengineeringpune.com,admissions@coep.edu,-9890779855,https://gcoea.ac.in/
1002,"Government College of Engineering, Amravati",GCE,Amravati,Pune,Vidarbha,Sant Gadge Baba Amravati University,Autonoumous,1964,ME21,Electrical Engineering,B.Tech,4,First,NAAC B+,2025,Round I,LSC,11282,84.83,120,60,112675,32755,8734,70.6,8.4,28,54.7,0,"TCS, Infosys, Wipro, Cognizant, Accenture",placement@coep.edu,Yes,Boys&Girls,18,Yes,Yes,Yes,2127,"https://source.unsplash.com/800x400/?college,Pune",https://logo.clearbit.com/collegeofengineeringpune.com,admissions@coep.edu,-9890779855,https://gcoea.ac.in/
1002,"Government College of Engineering, Amravati",GCE,Amravati,Pune,Vidarbha,Sant Gadge Baba Amravati University,Autonoumous,1964,ME22,Electrical Engineering,B.Tech,4,First,NAAC A,2025,Round I,LOBC,5304,88.61,120,60,126071,32755,8734,70.5,6.2,19,50.6,0,"TCS, Infosys, Wipro, Cognizant, Accenture",placement@coep.edu,Yes,Boys&Girls,8,Yes,Yes,Yes,1343,"https://source.unsplash.com/800x400/?college,Pune",https://logo.clearbit.com/collegeofengineeringpune.com,admissions@coep.edu,-9890779855,https://www.coep.edu
1002,"Government College of Engineering, Amravati",GCE,Amravati,Pune,Vidarbha,Sant Gadge Baba Amravati University,Autonoumous,1964,ME22,Electrical Engineering,B.Tech,4,First,NAAC A,2025,Round I,EWS,5052,88.79,120,60,116754,32755,8734,63.1,5.5,29,54.4,2,"TCS, Infosys, Wipro, Cognizant, Accenture",placement@coep.edu,Yes,Boys&Girls,7,Yes,Yes,Yes,1979,"https://source.unsplash.com/800x400/?college,Pune",https://logo.clearbit.com/collegeofengineeringpune.com,admissions@coep.edu,-9890779855,https://www.coep.edu
1002,"Government College of Engineering, Amravati",GCE,Amravati,Pune,Vidarbha,Sant Gadge Baba Amravati University,Autonoumous,1964,ME22,Electronics and Telecommunication Engg,B.Tech,4,First,NAAC A,2025,Round I,GOPEN,2103,91.58,120,60,115942,32755,8734,59.7,8.5,21,42.4,2,"TCS, Infosys, Wipro, Cognizant, Accenture",placement@coep.edu,Yes,Boys&Girls,23,Yes,Yes,Yes,1007,"https://source.unsplash.com/800x400/?college,Pune",https://logo.clearbit.com/collegeofengineeringpune.com,admissions@coep.edu,-9890779855,https://www.coep.edu
1002,"Government College of Engineering, Amravati",GCE,Amravati,Pune,Vidarbha,Sant Gadge Baba Amravati University,Autonoumous,1964,ME23,Electronics and Telecommunication Engg,B.Tech,4,First,NAAC B+,2025,Round I,GSC,5520,88.41,120,60,119603,32755,8734,62.8,8.4,27,56.5,0,"TCS, Infosys, Wipro, Cognizant, Accenture",placement@coep.edu,Yes,Boys&Girls,16,Yes,Yes,Yes,1411,"https://source.unsplash.com/800x400/?college,Pune",https://logo.clearbit.com/collegeofengineeringpune.com,admissions@coep.edu,-9890779855,https://www.coep.edu
1002,"Government College of Engineering, Amravati",GCE,Amravati,Pune,Vidarbha,Sant Gadge Baba Amravati University,Autonoumous,1964,ME23,Electronics and Telecommunication Engg,B.Tech,4,First,NAAC A,2025,Round I,GOBC,2606,90.94,120,60,121378,32755,8734,69.8,6,25,62.3,2,"TCS, Infosys, Wipro, Cognizant, Accenture",placement@coep.edu,Yes,Boys&Girls,15,Yes,Yes,Yes,1519,"https://source.unsplash.com/800x400/?college,Pune",https://logo.clearbit.com/collegeofengineeringpune.com,admissions@coep.edu,-9890779855,https://www.coep.edu
1002,"Government College of Engineering, Amravati",GCE,Amravati,Pune,Vidarbha,Sant Gadge Baba Amravati University,Autonoumous,1964,ME23,Electronics and Telecommunication Engg,B.Tech,4,First,NAAC A,2025,Round I,GSEBC,4309,89.35,120,60,125193,32755,8734,72.2,8.2,21,44.7,0,"TCS, Infosys, Wipro, Cognizant, Accenture",placement@coep.edu,Yes,Boys&Girls,25,Yes,Yes,Yes,1162,"https://source.unsplash.com/800x400/?college,Pune",https://logo.clearbit.com/collegeofengineeringpune.com,admissions@coep.edu,-9890779855,https://www.coep.edu
1002,"Government College of Engineering, Amravati",GCE,Amravati,Pune,Vidarbha,Sant Gadge Baba Amravati University,Autonoumous,1964,ME24,Electronics and Telecommunication Engg,B.Tech,4,First,NAAC A,2025,Round I,LOPEN,1473,92.42,120,60,100698,32755,8734,61.7,7.1,29,44,0,"TCS, Infosys, Wipro, Cognizant, Accenture",placement@coep.edu,Yes,Boys&Girls,24,Yes,Yes,Yes,1772,"https://source.unsplash.com/800x400/?college,Pune",https://logo.clearbit.com/collegeofengineeringpune.com,admissions@coep.edu,-9890779855,https://www.coep.edu
1002,"Government College of Engineering, Amravati",GCE,Amravati,Pune,Vidarbha,Sant Gadge Baba Amravati University,Autonoumous,1964,ME24,Electronics and Telecommunication Engg,B.Tech,4,First,NAAC A,2025,Round I,LST,20637,80.24,120,60,128434,32755,8734,69.8,8.1,20,63.4,2,"TCS, Infosys, Wipro, Cognizant, Accenture",placement@coep.edu,Yes,Boys&Girls,22,Yes,Yes,Yes,2483,"https://source.unsplash.com/800x400/?college,Pune",https://logo.clearbit.com/collegeofengineeringpune.com,admissions@coep.edu,-9890779855,https://www.coep.edu
1002,"Government College of Engineering, Amravati",GCE,Amravati,Pune,Vidarbha,Sant Gadge Baba Amravati University,Autonoumous,1964,ME24,Electronics and Telecommunication Engg,B.Tech,4,First,NAAC A,2025,Round I,EWS,1472,92.42,120,60,114409,32755,8734,68.5,8.9,26,92.3,1,"TCS, Infosys, Wipro, Cognizant, Accenture",placement@coep.edu,Yes,Boys&Girls,29,Yes,Yes,Yes,1947,"https://source.unsplash.com/800x400/?college,Pune",https://logo.clearbit.com/collegeofengineeringpune.com,admissions@coep.edu,-9890779855,https://www.coep.edu
1002,"Government College of Engineering, Amravati",GCE,Amravati,Pune,Vidarbha,Sant Gadge Baba Amravati University,Autonoumous,1964,CE21,Instrumentation Engineering,B.Tech,4,First,NAAC B+,2025,Round I,GOPEN,9407,85.92,60,30,113931,32755,8734,61.9,6.3,26,82.1,2,"TCS, Infosys, Wipro, Cognizant, Accenture",placement@coep.edu,Yes,Boys&Girls,13,Yes,Yes,Yes,517,"https://source.unsplash.com/800x400/?college,Pune",https://logo.clearbit.com/collegeofengineeringpune.com,admissions@coep.edu,-9890779855,https://www.coep.edu
1002,"Government College of Engineering, Amravati",GCE,Amravati,Pune,Vidarbha,Sant Gadge Baba Amravati University,Autonoumous,1964,CE21,Instrumentation Engineering,B.Tech,4,First,NAAC B+,2025,Round I,GSC,16600,82.12,60,30,116883,32755,8734,59.1,5.9,23,48.4,1,"TCS, Infosys, Wipro, Cognizant, Accenture",placement@coep.edu,Yes,Boys&Girls,19,Yes,Yes,Yes,2108,"https://source.unsplash.com/800x400/?college,Pune",https://logo.clearbit.com/collegeofengineeringpune.com,admissions@coep.edu,-9890779855,https://www.coep.edu
1002,"Government College of Engineering, Amravati",GCE,Amravati,Pune,Vidarbha,Sant Gadge Baba Amravati University,Autonoumous,1964,CE21,Instrumentation Engineering,B.Tech,4,First,NAAC A,2025,Round I,LOPEN,9677,85.76,60,30,124408,32755,8734,67.1,7.8,29,82.1,0,"TCS, Infosys, Wipro, Cognizant, Accenture",placement@coep.edu,Yes,Boys&Girls,17,Yes,Yes,Yes,1797,"https://source.unsplash.com/800x400/?college,Pune",https://logo.clearbit.com/collegeofengineeringpune.com,admissions@coep.edu,-9890779855,https://www.coep.edu
1002,"Government College of Engineering, Amravati",GCE,Amravati,Pune,Vidarbha,Sant Gadge Baba Amravati University,Autonoumous,1964,CE22,Instrumentation Engineering,B.Tech,4,First,NAAC A,2025,Round I,LOBC,13581,83.61,60,30,128603,32755,8734,61.3,6.2,24,41.6,0,"TCS, Infosys, Wipro, Cognizant, Accenture",placement@coep.edu,Yes,Boys&Girls,18,Yes,Yes,Yes,2114,"https://source.unsplash.com/800x400/?college,Pune",https://logo.clearbit.com/collegeofengineeringpune.com,admissions@coep.edu,-9890779855,https://www.coep.edu
1002,"Government College of Engineering, Amravati",GCE,Amravati,Pune,Vidarbha,Sant Gadge Baba Amravati University,Autonoumous,1964,CE22,Instrumentation Engineering,B.Tech,4,First,NAAC A,2025,Round I,EWS,8732,86.29,60,30,118579,32755,8734,66.8,5.5,26,47.5,0,"TCS, Infosys, Wipro, Cognizant, Accenture",placement@coep.edu,Yes,Boys&Girls,14,Yes,Yes,Yes,1066,"https://source.unsplash.com/800x400/?college,Pune",https://logo.clearbit.com/collegeofengineeringpune.com,admissions@coep.edu,-9890779855,https://www.coep.edu
1002,"Government College of Engineering, Amravati",GCE,Amravati,Pune,Vidarbha,Sant Gadge Baba Amravati University,Autonoumous,1964,CE22,Mechanical Engineering,B.Tech,4,First,NAAC B+,2025,Round I,GOPEN,1305,92.71,60,30,123825,32755,8734,73,6.9,29,65.9,0,"TCS, Infosys, Wipro, Cognizant, Accenture",placement@coep.edu,Yes,Boys&Girls,17,Yes,Yes,Yes,481,"https://source.unsplash.com/800x400/?college,Pune",https://logo.clearbit.com/collegeofengineeringpune.com,admissions@coep.edu,-9890779855,https://www.coep.edu
1002,"Government College of Engineering, Amravati",GCE,Amravati,Pune,Vidarbha,Sant Gadge Baba Amravati University,Autonoumous,1964,CE23,Mechanical Engineering,B.Tech,4,First,NAAC A,2025,Round I,GST,32208,75.28,60,30,126683,32755,8734,58.1,5.9,20,76.8,1,"TCS, Infosys, Wipro, Cognizant, Accenture",placement@coep.edu,Yes,Boys&Girls,20,Yes,Yes,Yes,1710,"https://source.unsplash.com/800x400/?college,Pune",https://logo.clearbit.com/collegeofengineeringpune.com,admissions@coep.edu,-9890779855,https://www.coep.edu
1002,"Government College of Engineering, Amravati",GCE,Amravati,Pune,Vidarbha,Sant Gadge Baba Amravati University,Autonoumous,1964,CE23,Mechanical Engineering,B.Tech,4,First,NAAC A,2025,Round I,GOBC,2820,90.73,60,30,124670,32755,8734,70.9,8.8,20,41.4,0,"TCS, Infosys, Wipro, Cognizant, Accenture",placement@coep.edu,Yes,Boys&Girls,18,Yes,Yes,Yes,1012,"https://source.unsplash.com/800x400/?college,Pune",https://logo.clearbit.com/collegeofengineeringpune.com,admissions@coep.edu,-9890779855,https://www.coep.edu
1002,"Government College of Engineering, Amravati",GCE,Amravati,Pune,Vidarbha,Sant Gadge Baba Amravati University,Autonoumous,1964,CE23,Mechanical Engineering,B.Tech,4,First,NAAC A,2025,Round I,LOPEN,4882,88.92,60,30,122029,32755,8734,70.2,8.4,26,46.7,0,"TCS, Infosys, Wipro, Cognizant, Accenture",placement@coep.edu,Yes,Boys&Girls,7,Yes,Yes,Yes,1954,"https://source.unsplash.com/800x400/?college,Pune",https://logo.clearbit.com/collegeofengineeringpune.com,admissions@coep.edu,-9890779855,https://www.coep.edu
1002,"Government College of Engineering, Amravati",GCE,Amravati,Pune,Vidarbha,Sant Gadge Baba Amravati University,Autonoumous,1964,CE24,Mechanical Engineering,B.Tech,4,First,NAAC A,2025,Round I,LSC,20481,80.31,60,30,127022,32755,8734,64.5,7.1,24,59.9,0,"TCS, Infosys, Wipro, Cognizant, Accenture",placement@coep.edu,Yes,Boys&Girls,28,Yes,Yes,Yes,921,"https://source.unsplash.com/800x400/?college,Pune",https://logo.clearbit.com/collegeofengineeringpune.com,admissions@coep.edu,-9890779855,https://www.coep.edu
1002,"Government College of Engineering, Amravati",GCE,Amravati,Pune,Vidarbha,Sant Gadge Baba Amravati University,Autonoumous,1964,CE24,Mechanical Engineering,B.Tech,4,First,NAAC A,2025,Round I,LOBC,13101,83.88,60,30,116818,32755,8734,70.2,7,28,72.6,0,"TCS, Infosys, Wipro, Cognizant, Accenture",placement@coep.edu,Yes,Boys&Girls,8,Yes,Yes,Yes,2046,"https://source.unsplash.com/800x400/?college,Pune",https://logo.clearbit.com/collegeofengineeringpune.com,admissions@coep.edu,-9890779855,https://www.coep.edu
1002,"Government College of Engineering, Amravati",GCE,Amravati,Pune,Vidarbha,Sant Gadge Baba Amravati University,Autonoumous,1964,CE24,Mechanical Engineering,B.Tech,4,First,NAAC B+,2025,Round I,LSEBC,11779,84.56,60,30,110207,32755,8734,58.3,8.4,21,51.7,0,"TCS, Infosys, Wipro, Cognizant, Accenture",placement@coep.edu,Yes,Boys&Girls,14,Yes,Yes,Yes,1331,"https://source.unsplash.com/800x400/?college,Pune",https://logo.clearbit.com/collegeofengineeringpune.com,admissions@coep.edu,-9890779855,https://www.coep.edu
